
 LIST CONSTRAINTS FOR SELECTED NODES         1 TO  2029626 BY        1
 CURRENTLY SELECTED DOF SET= UX   UY   UZ   ROTX ROTY ROTZ

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.408

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     74345  ROTY   0.00000000      0.00000000    
     74347  ROTY   0.00000000      0.00000000    
     74349  ROTY   0.00000000      0.00000000    
     74351  ROTY   0.00000000      0.00000000    
     74353  ROTY   0.00000000      0.00000000    
     74355  ROTY   0.00000000      0.00000000    
     74357  ROTY   0.00000000      0.00000000    
     74359  ROTY   0.00000000      0.00000000    
     74361  ROTY   0.00000000      0.00000000    
     74363  ROTY   0.00000000      0.00000000    
     74365  ROTY   0.00000000      0.00000000    
     74367  ROTY   0.00000000      0.00000000    
     74369  ROTY   0.00000000      0.00000000    
     74371  ROTY   0.00000000      0.00000000    
     74373  ROTY   0.00000000      0.00000000    
     74375  ROTY   0.00000000      0.00000000    
     74377  ROTY   0.00000000      0.00000000    
     74379  ROTY   0.00000000      0.00000000    
     74381  ROTY   0.00000000      0.00000000    
     74383  ROTY   0.00000000      0.00000000    
     74385  ROTY   0.00000000      0.00000000    
     74387  ROTY   0.00000000      0.00000000    
     74389  ROTY   0.00000000      0.00000000    
     74391  ROTY   0.00000000      0.00000000    
     74393  ROTY   0.00000000      0.00000000    
     74395  ROTY   0.00000000      0.00000000    
     74397  ROTY   0.00000000      0.00000000    
     74399  ROTY   0.00000000      0.00000000    
     74401  ROTY   0.00000000      0.00000000    
     74403  ROTY   0.00000000      0.00000000    
     74405  ROTY   0.00000000      0.00000000    
     74407  ROTY   0.00000000      0.00000000    
     74409  ROTY   0.00000000      0.00000000    
     74411  ROTY   0.00000000      0.00000000    
     74413  ROTY   0.00000000      0.00000000    
     74415  ROTY   0.00000000      0.00000000    
     74417  ROTY   0.00000000      0.00000000    
     74419  ROTY   0.00000000      0.00000000    
     74421  ROTY   0.00000000      0.00000000    
     74423  ROTY   0.00000000      0.00000000    
     74425  ROTY   0.00000000      0.00000000    
     74427  ROTY   0.00000000      0.00000000    
     74429  ROTY   0.00000000      0.00000000    
     74431  ROTY   0.00000000      0.00000000    
     74433  ROTY   0.00000000      0.00000000    
     74435  ROTY   0.00000000      0.00000000    
     74437  ROTY   0.00000000      0.00000000    
     74439  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.422

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     74441  ROTY   0.00000000      0.00000000    
     74443  ROTY   0.00000000      0.00000000    
     74445  ROTY   0.00000000      0.00000000    
     74447  ROTY   0.00000000      0.00000000    
     74449  ROTY   0.00000000      0.00000000    
     74451  ROTY   0.00000000      0.00000000    
     74453  ROTY   0.00000000      0.00000000    
     74455  ROTY   0.00000000      0.00000000    
     74457  ROTY   0.00000000      0.00000000    
     74459  ROTY   0.00000000      0.00000000    
     74461  ROTY   0.00000000      0.00000000    
     74463  ROTY   0.00000000      0.00000000    
     74465  ROTY   0.00000000      0.00000000    
     74467  ROTY   0.00000000      0.00000000    
     74469  ROTY   0.00000000      0.00000000    
     74471  ROTY   0.00000000      0.00000000    
     74473  ROTY   0.00000000      0.00000000    
     74475  ROTY   0.00000000      0.00000000    
     74477  ROTY   0.00000000      0.00000000    
     74479  ROTY   0.00000000      0.00000000    
     74481  ROTY   0.00000000      0.00000000    
     74483  ROTY   0.00000000      0.00000000    
     74485  ROTY   0.00000000      0.00000000    
     74487  ROTY   0.00000000      0.00000000    
     74489  ROTY   0.00000000      0.00000000    
     74491  ROTY   0.00000000      0.00000000    
     74493  ROTY   0.00000000      0.00000000    
     74495  ROTY   0.00000000      0.00000000    
     74497  ROTY   0.00000000      0.00000000    
     74499  ROTY   0.00000000      0.00000000    
     74501  ROTY   0.00000000      0.00000000    
     74503  ROTY   0.00000000      0.00000000    
     74505  ROTY   0.00000000      0.00000000    
     74507  ROTY   0.00000000      0.00000000    
     74509  ROTY   0.00000000      0.00000000    
     74511  ROTY   0.00000000      0.00000000    
     74513  ROTY   0.00000000      0.00000000    
     74515  ROTY   0.00000000      0.00000000    
     74517  ROTY   0.00000000      0.00000000    
     74519  ROTY   0.00000000      0.00000000    
     74521  ROTY   0.00000000      0.00000000    
     74523  ROTY   0.00000000      0.00000000    
     74525  ROTY   0.00000000      0.00000000    
     74527  ROTY   0.00000000      0.00000000    
     74529  ROTY   0.00000000      0.00000000    
     74531  ROTY   0.00000000      0.00000000    
     74533  ROTY   0.00000000      0.00000000    
     74535  ROTY   0.00000000      0.00000000    
     74537  ROTY   0.00000000      0.00000000    
     74539  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.423

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     74541  ROTY   0.00000000      0.00000000    
     74543  ROTY   0.00000000      0.00000000    
     74545  ROTY   0.00000000      0.00000000    
     74547  ROTY   0.00000000      0.00000000    
     74549  ROTY   0.00000000      0.00000000    
     74551  ROTY   0.00000000      0.00000000    
     74553  ROTY   0.00000000      0.00000000    
     74555  ROTY   0.00000000      0.00000000    
     74557  ROTY   0.00000000      0.00000000    
     74559  ROTY   0.00000000      0.00000000    
     74561  ROTY   0.00000000      0.00000000    
     74563  ROTY   0.00000000      0.00000000    
     74565  ROTY   0.00000000      0.00000000    
     74567  ROTY   0.00000000      0.00000000    
     74569  ROTY   0.00000000      0.00000000    
     74571  ROTY   0.00000000      0.00000000    
     74573  ROTY   0.00000000      0.00000000    
     74575  ROTY   0.00000000      0.00000000    
     74577  ROTY   0.00000000      0.00000000    
     74579  ROTY   0.00000000      0.00000000    
     74581  ROTY   0.00000000      0.00000000    
     74583  ROTY   0.00000000      0.00000000    
     74585  ROTY   0.00000000      0.00000000    
     74587  ROTY   0.00000000      0.00000000    
     74589  ROTY   0.00000000      0.00000000    
     74591  ROTY   0.00000000      0.00000000    
     74593  ROTY   0.00000000      0.00000000    
     74595  ROTY   0.00000000      0.00000000    
     74597  ROTY   0.00000000      0.00000000    
     74599  ROTY   0.00000000      0.00000000    
     74601  ROTY   0.00000000      0.00000000    
     74603  ROTY   0.00000000      0.00000000    
     74605  ROTY   0.00000000      0.00000000    
     74607  ROTY   0.00000000      0.00000000    
     74609  ROTY   0.00000000      0.00000000    
     74611  ROTY   0.00000000      0.00000000    
     74613  ROTY   0.00000000      0.00000000    
     74615  ROTY   0.00000000      0.00000000    
     74617  ROTY   0.00000000      0.00000000    
     74619  ROTY   0.00000000      0.00000000    
     74621  ROTY   0.00000000      0.00000000    
     74623  ROTY   0.00000000      0.00000000    
     74625  ROTY   0.00000000      0.00000000    
     74627  ROTY   0.00000000      0.00000000    
     74629  ROTY   0.00000000      0.00000000    
     74631  ROTY   0.00000000      0.00000000    
     74633  ROTY   0.00000000      0.00000000    
     74635  ROTY   0.00000000      0.00000000    
     74637  ROTY   0.00000000      0.00000000    
     74639  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.423

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     74641  ROTY   0.00000000      0.00000000    
     74643  ROTY   0.00000000      0.00000000    
     74645  ROTY   0.00000000      0.00000000    
     74647  ROTY   0.00000000      0.00000000    
     74649  ROTY   0.00000000      0.00000000    
     74651  ROTY   0.00000000      0.00000000    
     74653  ROTY   0.00000000      0.00000000    
     74655  ROTY   0.00000000      0.00000000    
     74657  ROTY   0.00000000      0.00000000    
     74659  ROTY   0.00000000      0.00000000    
     74661  ROTY   0.00000000      0.00000000    
     74663  ROTY   0.00000000      0.00000000    
     74665  ROTY   0.00000000      0.00000000    
     74667  ROTY   0.00000000      0.00000000    
     74669  ROTY   0.00000000      0.00000000    
     74671  ROTY   0.00000000      0.00000000    
     74673  ROTY   0.00000000      0.00000000    
     74675  ROTY   0.00000000      0.00000000    
     74677  ROTY   0.00000000      0.00000000    
     74679  ROTY   0.00000000      0.00000000    
     74681  ROTY   0.00000000      0.00000000    
     74683  ROTY   0.00000000      0.00000000    
     74685  ROTY   0.00000000      0.00000000    
     74687  ROTY   0.00000000      0.00000000    
     74689  ROTY   0.00000000      0.00000000    
     74691  ROTY   0.00000000      0.00000000    
     74693  ROTY   0.00000000      0.00000000    
     74695  ROTY   0.00000000      0.00000000    
     74697  ROTY   0.00000000      0.00000000    
     74699  ROTY   0.00000000      0.00000000    
     74701  ROTY   0.00000000      0.00000000    
     74703  ROTY   0.00000000      0.00000000    
     74705  ROTY   0.00000000      0.00000000    
     74707  ROTY   0.00000000      0.00000000    
     74709  ROTY   0.00000000      0.00000000    
     74711  ROTY   0.00000000      0.00000000    
     74713  ROTY   0.00000000      0.00000000    
     74715  ROTY   0.00000000      0.00000000    
     74717  ROTY   0.00000000      0.00000000    
     74719  ROTY   0.00000000      0.00000000    
     74721  ROTY   0.00000000      0.00000000    
     74723  ROTY   0.00000000      0.00000000    
     74725  ROTY   0.00000000      0.00000000    
     74727  ROTY   0.00000000      0.00000000    
     74729  ROTY   0.00000000      0.00000000    
     74731  ROTY   0.00000000      0.00000000    
     74733  ROTY   0.00000000      0.00000000    
     74735  ROTY   0.00000000      0.00000000    
     74737  ROTY   0.00000000      0.00000000    
     74739  ROTY   0.00000000      0.00000000    

 *** MAPDL - ENGINEERING ANALYSIS SYSTEM  RELEASE 2026 R1          26.1     ***
 Ansys Mechanical Enterprise                       
 20120530  VERSION=WINDOWS x64   01:25:22  JUL 16, 2026 Elapsed Time=     17.423

 A10 LEGACY COMPLETE FULL BRIDGE PRESTRESSED MODAL                             


 
     NODE  LABEL     REAL           IMAG
     74741  ROTY   0.00000000      0.00000000    
     74743  ROTY   0.00000000      0.00000000    
     74745  ROTY   0.00000000      0.00000000    
     74747  ROTY   0.00000000      0.00000000    
     74749  ROTY   0.00000000      0.00000000    
     74751  ROTY   0.00000000      0.00000000    
     74753  ROTY   0.00000000      0.00000000    
     74755  ROTY   0.00000000      0.00000000    
     74757  ROTY   0.00000000      0.00000000    
     74759  ROTY   0.00000000      0.00000000    
     74761  ROTY   0.00000000      0.00000000    
     74763  ROTY   0.00000000      0.00000000    
     74765  ROTY   0.00000000      0.00000000    
     74767  ROTY   0.00000000      0.00000000    
     74769  ROTY   0.00000000      0.00000000    
     74771  ROTY   0.00000000      0.00000000    
     74773  ROTY   0.00000000      0.00000000    
     74775  ROTY   0.00000000      0.00000000    
     74777  ROTY   0.00000000      0.00000000    
     74779  ROTY   0.00000000      0.00000000    
     74781  ROTY   0.00000000      0.00000000    
     74783  ROTY   0.00000000      0.00000000    
     74785  ROTY   0.00000000      0.00000000    
     74787  ROTY   0.00000000      0.00000000    
     74789  ROTY   0.00000000      0.00000000    
     74791  ROTY   0.00000000      0.00000000    
     74793  ROTY   0.00000000      0.00000000    
     74795  ROTY   0.00000000      0.00000000    
     74797  ROTY   0.00000000      0.00000000    
     74799  ROTY   0.00000000      0.00000000    
     74801  ROTY   0.00000000      0.00000000    
     74803  ROTY   0.00000000      0.00000000    
     74805  ROTY   0.00000000      0.00000000    
     74807  ROTY   0.00000000      0.00000000    
     74809  ROTY   0.00000000      0.00000000    
     74811  ROTY   0.00000000      0.00000000    
     74813  ROTY   0.00000000      0.00000000    
     74815  ROTY   0.00000000      0.00000000    
     74817  ROTY   0.00000000      0.00000000    
     74819  ROTY   0.00000000      0.00000000    
     74821  ROTY   0.00000000      0.00000000    
     74823  ROTY   0.00000000      0.00000000    
     74825  ROTY   0.00000000      0.00000000    
     74827  ROTY   0.00000000      0.00000000    
     74829  ROTY   0.00000000      0.00000000    
     74831  ROTY   0.00000000      0.00000000    
     74833  ROTY   0.00000000      0.00000000    
     74835  ROTY   0.00000000      0.00000000    
